id,name,categoryName,subCategoryName,price,currency,stockStatus,preparationTime,specifications,url,Image Src,Additional Images
"846","Ingco Gasoline Lawn Mower 4hp Self Propelled","Tools","Petrol","97.5","KWD","Out of Stock","1 Days","{""displacement_cc"":""141cc""}","https://aipowerkw.com/en/product/846-ingco-gasoline-lawn-mower-4hp-self-propelled","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775741254.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775741258.jpg"
"852","Ingco 12v 2x1 5ah Li Ion Drill Impact Driver Combo Kit","Tools","Cordless","18","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/852-ingco-12v-2x1-5ah-li-ion-drill-impact-driver-combo-kit","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775743031.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775743096.jpg"
"858","Ingco 125mm Multi Function Saw 750w 400rpm","Tools","Electric","25.5","KWD","Only 3 left","1 Days","{""input_power_w"":""750W""}","https://aipowerkw.com/en/product/858-ingco-125mm-multi-function-saw-750w-400rpm","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775757474.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775757480.jpg"
"864","Powertex 570w 82mm Electric Planer","Tools","Electric","18","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/864-powertex-570w-82mm-electric-planer","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775759246.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775759264.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775759275.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775759289.jpg"
"867","Powertex 340w Electric Wrench Two Way Electric Block","Tools","Electric","21","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/867-powertex-340w-electric-wrench-two-way-electric-block","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775760025.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775760239.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775760261.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775760269.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775760282.jpg"
"873","Ingco Rotary Hammer Chipping Gun 1050w Free Bits And Chisels","Tools","Electric","27.75","KWD","Only 5 left","1 Days","{""input_power_w"":""1050W""}","https://aipowerkw.com/en/product/873-ingco-rotary-hammer-chipping-gun-1050w-free-bits-and-chisels","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775765477.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775765494.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775765505.jpg"
"876","Ingco 20v Brushless Chain Saw 12","Tools","Cordless","49.5","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/876-ingco-20v-brushless-chain-saw-12","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775768148.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775768161.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775768167.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775768183.jpg"
"879","Ingco Demolition Breaker Hammer 1500 Watts With 2pcs Chisel","Tools","Electric","70.5","KWD","Only 2 left","1 Days","{""input_power_w"":""1500W""}","https://aipowerkw.com/en/product/879-ingco-demolition-breaker-hammer-1500-watts-with-2pcs-chisel","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775802389.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775802395.jpg"
"891","Ingco 30 L Air Grease Lubricator","Tools","Petrol","42","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/891-ingco-30-l-air-grease-lubricator","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775806509.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775806513.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775807934.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775807940.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775807946.jpg"
"894","Powertex Electrical Circular Saw 190mm 1750w","Tools","Electric","19.5","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/894-powertex-electrical-circular-saw-190mm-1750w","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775810066.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775810082.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775810113.jpg"
"900","5 In 1 Combo Drill Impact Wrench Grinder Rotary Hammer Flashlight 2x4 0ah Industrial Total","Tools","Cordless","75","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/900-5-in-1-combo-drill-impact-wrench-grinder-rotary-hammer-flashlight-2x4-0ah-industrial-total","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775838352.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775838426.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775838432.jpg"
"903","Total Battery Charger 12 24v","Tools","Electric","18","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/903-total-battery-charger-12-24v","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775839609.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775839618.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775839625.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775839633.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775839641.jpg"
"906","Total 800w Blower And Vacuum Cleaner","Tools","Electric","19.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/906-total-800w-blower-and-vacuum-cleaner","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775840570.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775840595.jpg"
"912","Total Air Tools 5pcs Set With Europe Type Connector Packed By Color Box","Tools","Air","16.5","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/912-total-air-tools-5pcs-set-with-europe-type-connector-packed-by-color-box","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775842411.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775842416.jpg"
"915","Total 600cc Professional Low Pressure Large Capacity Sprayer With Top Bottle Suitable For Finishin","Tools","Air","12","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/915-total-600cc-professional-low-pressure-large-capacity-sprayer-with-top-bottle-suitable-for-finishin","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775842724.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775842787.jpg"
"918","Total Tools 1 2 Inch 610n Air Drill","Tools","Air","19.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/918-total-tools-1-2-inch-610n-air-drill","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775843408.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775843410.jpg"
"924","Total 165 Piece Tool Set With A 20v Cordless Drill","Tools","Cordless","27","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/924-total-165-piece-tool-set-with-a-20v-cordless-drill","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775844724.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775844758.jpg"
"930","Total 42v Cordless Impact Wrench 2 X 2 0ah Batteries 1 Charger","Tools","Cordless","46.5","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/930-total-42v-cordless-impact-wrench-2-x-2-0ah-batteries-1-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775847486.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775847499.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775847510.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775847518.jpg"
"933","Total 42v 4 5 Inch Multi Speed Battery Rocket 2 Batteries Fast Charger","Tools","Cordless","48","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/933-total-42v-4-5-inch-multi-speed-battery-rocket-2-batteries-fast-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775848620.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775848631.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775848652.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775848669.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775848680.jpg"
"936","Total 42v 2ah Lithium Ion Battery Pack","Tools","Cordless","15","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/936-total-42v-2ah-lithium-ion-battery-pack","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775849331.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775849414.jpg"
"939","Total 42v 2a Fast Charger","Tools","Cordless","9","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/939-total-42v-2a-fast-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775849610.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775849654.jpg"
"954","Total 20v 2 Piece Charging Kit Brushless Drill Impact Wrench With 2 Batteries","Tools","Cordless","36","KWD","Only 4 left","1 Days","","https://aipowerkw.com/en/product/954-total-20v-2-piece-charging-kit-brushless-drill-impact-wrench-with-2-batteries","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775891280.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775891320.jpg"
"957","Total 42v 99n Cordless Drill With Case Extra Battery And Fast Charger","Tools","Cordless","46.5","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/957-total-42v-99n-cordless-drill-with-case-extra-battery-and-fast-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775891958.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775891964.jpg"
"972","Total Combo 2 In 1 Impact Wrench 405nm Flashlight 2x2 0ah Carrying Case Industrial Accessories","Tools","Cordless","31.5","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/972-total-combo-2-in-1-impact-wrench-405nm-flashlight-2x2-0ah-carrying-case-industrial-accessories","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775896134.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775896140.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775896149.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775896155.jpg"
"975","Total 20v 2ah Cordless Paint Spray Gun","Tools","Cordless","25.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/975-total-20v-2ah-cordless-paint-spray-gun","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775897011.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775897017.jpg"
"978","Total Compact Brushless Cordless Impact Drill Without Battery Charger 20 V 13 Mm Chuck Size 30000","Tools","Cordless","27.75","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/978-total-compact-brushless-cordless-impact-drill-without-battery-charger-20-v-13-mm-chuck-size-30000","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775929207.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775930766.jpg"
"981","Total 20v 66nm Brushless Cordless Drill With 2 Batteries 47 Piece Accessory Kit Carrying Case","Tools","Cordless","34.5","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/981-total-20v-66nm-brushless-cordless-drill-with-2-batteries-47-piece-accessory-kit-carrying-case","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775930268.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775930424.jpg"
"984","Total 20v Professional Ceramic Vibrator With Accessory Kit And Case","Tools","Cordless","28.5","KWD","Only 9 left","1 Days","","https://aipowerkw.com/en/product/984-total-20v-professional-ceramic-vibrator-with-accessory-kit-and-case","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775937440.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775937454.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775975581.jpg"
"987","Powertex 520w Orbital Sander Model Ppt Os 114 Smooth And Fast Sanding For Wood And Furniture","Tools","Electric","18","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/987-powertex-520w-orbital-sander-model-ppt-os-114-smooth-and-fast-sanding-for-wood-and-furniture","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775976657.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775976672.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775976716.jpg"
"990","Powertex Brushless Cordless Impact Wrench 20v 1 2 Inch Model Ppt Cl Ew 350 40","Tools","Cordless","48.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/990-powertex-brushless-cordless-impact-wrench-20v-1-2-inch-model-ppt-cl-ew-350-40","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775977532.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775977545.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775977554.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775977563.jpg"
"993","Total 20v Cordless Tools Cordless Blower","Tools","Cordless","18.75","KWD","Only 8 left","1 Days","","https://aipowerkw.com/en/product/993-total-20v-cordless-tools-cordless-blower","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775979111.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775979135.jpg"
"996","Powertex 25mm 400w Long Neck Angle Grinder %e2%80%93 Powerful Easy To Control Professional Use","Tools","Electric","13.5","KWD","Only 6 left","1 Days","","https://aipowerkw.com/en/product/996-powertex-25mm-400w-long-neck-angle-grinder-%E2%80%93-powerful-easy-to-control-professional-use","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775980096.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775980105.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775980121.jpg"
"999","Ingco 20v Li Ion Cordless 4pcs Combo Kit Drill Driver Jigsaw Circular Saw","Tools","Cordless","73.5","KWD","Only 2 left","1 Days","","https://aipowerkw.com/en/product/999-ingco-20v-li-ion-cordless-4pcs-combo-kit-drill-driver-jigsaw-circular-saw","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775997461.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775997464.jpg"
"1002","Total 20v 4ah Lithium Ion Battery Pack","Tools","Cordless","13.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1002-total-20v-4ah-lithium-ion-battery-pack","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775998744.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775998777.jpg"
"1005","Total Lithium Ion Battery Pack 20v 5 0ah Capacity","Tools","Cordless","16.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1005-total-lithium-ion-battery-pack-20v-5-0ah-capacity","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775999152.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01775999188.jpg"
"1011","Total Angle Grinder 710w 115","Tools","Electric","10.5","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/1011-total-angle-grinder-710w-115","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776003673.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776003692.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776003704.jpg"
"1014","Total Angle Grinder 960w 115","Tools","Electric","15","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/1014-total-angle-grinder-960w-115","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776004120.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776004132.jpg"
"1017","Total Jigsaw 800w 135mm With 5 Weapons","Tools","Electric","21","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/1017-total-jigsaw-800w-135mm-with-5-weapons","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776004620.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776004992.jpg"
"1029","Total Bench Grinder 150w 150 Mm","Tools","Electric","16.5","KWD","Only 6 left","1 Days","","https://aipowerkw.com/en/product/1029-total-bench-grinder-150w-150-mm","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776027547.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776027550.jpg"
"1032","Total Brushless 4 5 Inch 20v 4ah Battery Angle Grinder Battery Charger 5 Disc","Tools","Cordless","25.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/1032-total-brushless-4-5-inch-20v-4ah-battery-angle-grinder-battery-charger-5-disc","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776065044.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776065079.jpg"
"1038","Total Cordless Brushless Blower Battery Charger 20v 8 5m%c2%b3","Tools","Cordless","33.75","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/1038-total-cordless-brushless-blower-battery-charger-20v-8-5m%C2%B3","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776075429.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776075499.jpg"
"1041","Total Heat Gun Tb20078 2000w 3 Temperature Settings 50 550%c2%b0c With 4 Nozzles","Tools","Electric","9.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1041-total-heat-gun-tb20078-2000w-3-temperature-settings-50-550%C2%B0c-with-4-nozzles","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776080175.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776080185.jpg"
"1044","Powertex Ppt Rs 30 A 590w Electric Reciprocating Saw","Tools","Electric","28.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1044-powertex-ppt-rs-30-a-590w-electric-reciprocating-saw","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776087395.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776087403.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776087414.jpg"
"1047","Electric Hoist 900w 250kgs 500kgs Lifting Capacity","Tools","Electric","45","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/1047-electric-hoist-900w-250kgs-500kgs-lifting-capacity","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776089876.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776089907.jpg"
"1050","Total Random Orbital Sander 320w 125mm Electric Round Hair Clipper","Tools","Electric","18","KWD","Only 9 left","1 Days","","https://aipowerkw.com/en/product/1050-total-random-orbital-sander-320w-125mm-electric-round-hair-clipper","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776091027.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776091058.jpg"
"1059","Dca Admy125 Cordless Brushless Circular Saw Battery No Charger","Tools","Cordless","33","KWD","Only 3 left","1 Days","","https://aipowerkw.com/en/product/1059-dca-admy125-cordless-brushless-circular-saw-battery-no-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776266252.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776266260.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776266467.jpg"
"1065","Dca Cordless 4v Engraver Dca Adsj0401 Type E","Tools","Cordless","18","KWD","Only 7 left","1 Days","","https://aipowerkw.com/en/product/1065-dca-cordless-4v-engraver-dca-adsj0401-type-e","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776143990.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776144029.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776144066.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776144080.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776144088.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776144100.jpg"
"1068","Total Cordless Work Lamp 42v %e2%80%932800 Lumens 50w Led Rechargeable Work Light With Runtime Display","Tools","Cordless","33.75","KWD","Only 9 left","1 Days","","https://aipowerkw.com/en/product/1068-total-cordless-work-lamp-42v-%E2%80%932800-lumens-50w-led-rechargeable-work-light-with-runtime-display","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776154260.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776154275.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776154296.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776154308.jpg"
"1077","Dca 240w 100mm Orbital Sander","Tools","Electric","12.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1077-dca-240w-100mm-orbital-sander","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776190439.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776190450.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776190457.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776190464.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776190492.jpg"
"1080","Total 20v 3 Inch Angle Grinder 1 Battery And Charger","Tools","Cordless","25.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/1080-total-20v-3-inch-angle-grinder-1-battery-and-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776192909.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776192915.jpg"
"1083","Makute Gasoline Electric Drill 52cc 2 2 Hp 1600w Adjustable Depth Ergonomic Handle 1200ml Fuel","Tools","Petrol","33.75","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/1083-makute-gasoline-electric-drill-52cc-2-2-hp-1600w-adjustable-depth-ergonomic-handle-1200ml-fuel","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776238219.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776238228.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776238236.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776238246.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776238253.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776238275.jpg"
"1086","Dca Jigsaw 600w 0 45 Cutting Angle 0 45 Degrees 100mm Steel 65mm Wood","Tools","Electric","24","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1086-dca-jigsaw-600w-0-45-cutting-angle-0-45-degrees-100mm-steel-65mm-wood","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776241382.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776241398.jpg"
"1089","Ideal 68cc Heavy Duty Petrol Operated Earth Auger Post Hole Digger Hand Earth Auger With 12 Inches","Tools","Petrol","46.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1089-ideal-68cc-heavy-duty-petrol-operated-earth-auger-post-hole-digger-hand-earth-auger-with-12-inches","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776243853.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776243862.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776243870.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776243880.jpg"
"1095","Total 2000w Industrial Heat Gun","Tools","Electric","13.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1095-total-2000w-industrial-heat-gun","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776271796.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776271803.jpg"
"1098","Total 42v 460nm Cordless Impact Wrench With 1 X 2 0ah Battery 1 X Charger","Tools","Cordless","34.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1098-total-42v-460nm-cordless-impact-wrench-with-1-x-2-0ah-battery-1-x-charger","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776274150.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776274161.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776274166.jpg"
"1101","Total 16v 66nm Compact Brushless Cordless Impact Drill Tidli166062","Tools","Cordless","25.5","KWD","Only 5 left","1 Days","","https://aipowerkw.com/en/product/1101-total-16v-66nm-compact-brushless-cordless-impact-drill-tidli166062","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776274445.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776274519.jpg"
"1104","Total 16v 2ah Lithium Battery Tfbli1620","Tools","Cordless","9","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1104-total-16v-2ah-lithium-battery-tfbli1620","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776275319.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776275327.jpg"
"1137","Total 20v 460mm Lithium Ion Hedge Trimmer Thtli20461","Tools","Cordless","25.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1137-total-20v-460mm-lithium-ion-hedge-trimmer-thtli20461","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776329229.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776329279.jpg"
"1140","Total 20v 2 0ah Lithium Ion Battery Pack","Tools","Cordless","8.25","KWD","Out of Stock","1 Days","","https://aipowerkw.com/en/product/1140-total-20v-2-0ah-lithium-ion-battery-pack","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776330292.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776330331.jpg"
"1143","Total 1050w Long Arm Wall Sander Tws10501 8","Tools","Electric","39.75","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1143-total-1050w-long-arm-wall-sander-tws10501-8","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776331570.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776331581.jpg,https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776331589.jpg"
"1146","Dca 500w 82mm Max 1600rpm Electric Planer Amb82","Tools","Electric","22.5","KWD","In Stock","1 Days","","https://aipowerkw.com/en/product/1146-dca-500w-82mm-max-1600rpm-electric-planer-amb82","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776333980.jpg","https://ksacdn4.mnasaticdn.com/uploads/product_image/11013/product_01776334017.jpg"
